 Escolaridade da população de 15 anos ou mais - Brasil
Distrib população p/escolarid por Município e Escolaridade
Período:2010
"Município";"Sem instrução/1º ciclo fundamental incompleto";"1º ciclo fundamental completo/2º ciclo incompleto";"2º ciclo fundamental completo ou mais";"Não determinada";"Total"
"432218 TUPANCI DO SUL";24,88;14,66;38,19;22,27;100,00
"432220 TUPANCIRETA";21,23;17,82;46,40;14,55;100,00
"432225 TUPANDI";11,88;28,31;40,03;19,78;100,00
"432230 TUPARENDI";21,50;18,32;44,72;15,46;100,00
"432232 TURUCU";33,94;22,60;24,68;18,78;100,00
"432234 UBIRETAMA";27,08;10,25;35,74;26,93;100,00
"432235 UNIAO DA SERRA";27,49;13,94;33,72;24,84;100,00
"432237 UNISTALDA";33,16;20,65;33,16;13,03;100,00
"432240 URUGUAIANA";14,30;16,13;59,67;9,90;100,00
"432250 VACARIA";21,88;14,98;51,33;11,81;100,00
"432252 VALE VERDE";37,70;13,82;26,06;22,43;100,00
"432253 VALE DO SOL";25,49;20,59;26,38;27,54;100,00
"432254 VALE REAL";14,63;20,93;48,49;15,96;100,00
"432255 VANINI";22,92;20,62;42,87;13,58;100,00
"432260 VENANCIO AIRES";20,51;18,29;46,04;15,16;100,00
"432270 VERA CRUZ";17,43;17,89;48,00;16,68;100,00
"432280 VERANOPOLIS";15,42;16,72;55,26;12,59;100,00
"432285 VESPASIANO CORREA";19,90;25,51;32,48;22,11;100,00
"432290 VIADUTOS";25,14;18,01;37,22;19,63;100,00
"432300 VIAMAO";17,99;15,58;55,29;11,14;100,00
"432310 VICENTE DUTRA";29,89;19,35;30,97;19,78;100,00
"432320 VICTOR GRAEFF";16,18;29,82;45,87;8,13;100,00
"432330 VILA FLORES";19,70;18,55;41,50;20,25;100,00
"432335 VILA LANGARO";20,59;21,05;33,01;25,34;100,00
"432340 VILA MARIA";23,72;13,69;45,67;16,92;100,00
"432345 VILA NOVA DO SUL";24,57;15,06;40,61;19,77;100,00
"432350 VISTA ALEGRE";20,61;17,95;45,57;15,87;100,00
"432360 VISTA ALEGRE DO PRATA";21,28;11,80;43,87;23,05;100,00
"432370 VISTA GAUCHA";25,26;15,69;43,67;15,38;100,00
"432375 VITORIA DAS MISSOES";37,88;13,88;30,31;17,93;100,00
"432377 WESTFALIA";8,30;40,39;41,91;9,40;100,00
"432380 XANGRI-LA";16,29;17,29;51,78;14,64;100,00
"500020 AGUA CLARA";31,44;18,15;36,97;13,45;100,00
"500025 ALCINOPOLIS";26,26;18,86;37,81;17,07;100,00
"500060 AMAMBAI";28,35;17,95;44,23;9,48;100,00
"500070 ANASTACIO";30,41;17,71;40,94;10,94;100,00
"500080 ANAURILANDIA";35,25;17,75;37,61;9,38;100,00
"500085 ANGELICA";31,02;16,33;41,71;10,94;100,00
"500090 ANTONIO JOAO";35,75;15,79;37,48;10,97;100,00
"500100 APARECIDA DO TABOADO";28,18;17,61;43,59;10,61;100,00
"500110 AQUIDAUANA";26,55;16,87;46,38;10,21;100,00
"500124 ARAL MOREIRA";35,44;16,60;36,39;11,57;100,00
"500150 BANDEIRANTES";31,49;17,58;38,56;12,37;100,00
"500190 BATAGUASSU";26,11;16,47;46,93;10,49;100,00
"500200 BATAYPORA";34,13;17,40;39,00;9,47;100,00
"500210 BELA VISTA";22,60;18,29;49,14;9,96;100,00
"500215 BODOQUENA";29,25;17,65;41,78;11,32;100,00
"500220 BONITO";25,91;23,79;40,77;9,53;100,00
"500230 BRASILANDIA";25,79;19,37;43,50;11,34;100,00
"500240 CAARAPO";29,16;14,49;46,41;9,94;100,00
"500260 CAMAPUA";29,13;15,48;45,30;10,09;100,00
"500270 CAMPO GRANDE";14,29;12,57;66,01;7,14;100,00
"500280 CARACOL";28,17;18,72;38,61;14,50;100,00
"500290 CASSILANDIA";30,07;13,69;47,00;9,25;100,00
"500295 CHAPADAO DO SUL";18,36;14,24;57,20;10,20;100,00
"500310 CORGUINHO";35,47;16,80;36,60;11,13;100,00
"500315 CORONEL SAPUCAIA";43,62;16,18;30,44;9,76;100,00
"500320 CORUMBA";19,08;17,68;52,82;10,41;100,00
"500325 COSTA RICA";26,22;15,78;47,11;10,89;100,00
"500330 COXIM";26,29;17,58;43,87;12,27;100,00
"500345 DEODAPOLIS";27,98;15,28;46,46;10,28;100,00
"500348 DOIS IRMAOS DO BURITI";39,78;14,92;35,86;9,43;100,00
"500350 DOURADINA";27,96;18,92;44,15;8,96;100,00
"500370 DOURADOS";18,11;15,04;57,34;9,51;100,00
"500375 ELDORADO";31,36;17,73;41,20;9,71;100,00
"500380 FATIMA DO SUL";29,49;15,29;45,28;9,95;100,00
"500390 FIGUEIRAO";41,67;18,47;33,23;6,64;100,00
"500400 GLORIA DE DOURADOS";27,35;14,13;50,06;8,47;100,00
"500410 GUIA LOPES DA LAGUNA";31,84;16,94;41,06;10,15;100,00
"500430 IGUATEMI";32,91;15,74;39,41;11,94;100,00
"500440 INOCENCIA";33,17;14,72;39,20;12,91;100,00
"500450 ITAPORA";31,32;17,83;39,78;11,07;100,00
"500460 ITAQUIRAI";38,05;17,82;33,66;10,47;100,00
"500470 IVINHEMA";28,33;15,49;45,08;11,10;100,00
"500480 JAPORA";46,10;19,35;22,56;11,99;100,00
"500490 JARAGUARI";34,93;15,28;37,03;12,75;100,00
"500500 JARDIM";23,89;18,72;46,58;10,80;100,00
"500510 JATEI";29,61;13,10;44,76;12,53;100,00
"500515 JUTI";41,28;14,40;33,20;11,12;100,00
"500520 LADARIO";14,92;19,17;55,81;10,10;100,00
"500525 LAGUNA CARAPA";30,91;15,04;42,19;11,86;100,00
"500540 MARACAJU";22,31;16,85;49,95;10,89;100,00
"500560 MIRANDA";34,17;15,56;37,53;12,74;100,00
"500568 MUNDO NOVO";31,15;16,22;42,70;9,93;100,00
"500570 NAVIRAI";27,12;15,53;46,55;10,81;100,00
"500580 NIOAQUE";35,92;19,18;34,50;10,39;100,00
"500600 NOVA ALVORADA DO SUL";23,54;17,72;45,53;13,21;100,00
"500620 NOVA ANDRADINA";24,57;15,55;49,14;10,74;100,00
"500625 NOVO HORIZONTE DO SUL";37,16;18,67;34,32;9,86;100,00
"500630 PARANAIBA";28,48;15,96;46,55;9,01;100,00
"500635 PARANHOS";45,27;14,69;29,04;11,01;100,00
"500640 PEDRO GOMES";34,63;15,21;38,34;11,83;100,00
"500660 PONTA PORA";26,69;15,69;47,85;9,76;100,00
"500690 PORTO MURTINHO";29,44;18,10;42,66;9,80;100,00
"500710 RIBAS DO RIO PARDO";31,65;15,94;40,29;12,12;100,00
"500720 RIO BRILHANTE";24,28;16,95;45,31;13,45;100,00
"500730 RIO NEGRO";32,17;14,07;41,68;12,07;100,00
"500740 RIO VERDE DE MATO GROSSO";30,87;18,28;37,17;13,68;100,00
"500750 ROCHEDO";32,38;21,11;35,18;11,33;100,00
"500755 SANTA RITA DO PARDO";37,96;14,76;34,41;12,87;100,00
"500769 SAO GABRIEL DO OESTE";21,25;17,07;51,61;10,07;100,00
"500770 SETE QUEDAS";41,78;15,80;32,46;9,96;100,00
"500780 SELVIRIA";28,34;17,10;44,50;10,06;100,00
"500790 SIDROLANDIA";28,04;18,92;40,95;12,08;100,00
"500793 SONORA";25,95;19,78;41,98;12,30;100,00
"500795 TACURU";44,36;15,71;30,94;9,00;100,00
"500797 TAQUARUSSU";37,79;14,32;38,51;9,38;100,00
"500800 TERENOS";33,79;15,41;38,04;12,76;100,00
"500830 TRES LAGOAS";19,09;15,71;56,65;8,55;100,00
"500840 VICENTINA";33,33;16,24;42,99;7,44;100,00
"510010 ACORIZAL";45,17;11,38;34,56;8,89;100,00
"510020 AGUA BOA";21,15;14,26;52,60;11,99;100,00
"510025 ALTA FLORESTA";25,64;14,01;50,44;9,91;100,00
"510030 ALTO ARAGUAIA";23,95;14,18;50,83;11,04;100,00
"510035 ALTO BOA VISTA";28,55;18,68;43,35;9,42;100,00
"510040 ALTO GARCAS";23,75;18,87;47,45;9,93;100,00
"510050 ALTO PARAGUAI";35,90;14,49;39,69;9,92;100,00
"510060 ALTO TAQUARI";24,40;15,13;45,76;14,71;100,00
"510080 APIACAS";32,00;15,04;42,03;10,93;100,00
"510100 ARAGUAIANA";29,93;17,20;43,61;9,25;100,00
"510120 ARAGUAINHA";29,06;12,12;46,59;12,24;100,00
"510125 ARAPUTANGA";27,12;12,13;53,62;7,13;100,00
"510130 ARENAPOLIS";26,34;13,06;49,72;10,88;100,00
"510140 ARIPUANA";34,16;10,97;43,60;11,27;100,00
"510160 BARAO DE MELGACO";48,13;12,66;29,40;9,81;100,00
"510170 BARRA DO BUGRES";30,79;12,36;46,13;10,72;100,00
"510180 BARRA DO GARCAS";20,08;11,82;59,85;8,25;100,00
"510185 BOM JESUS DO ARAGUAIA";28,77;11,89;42,90;16,45;100,00
"510190 BRASNORTE";28,20;12,19;43,42;16,19;100,00
"510250 CACERES";26,87;12,52;52,48;8,13;100,00
"510260 CAMPINAPOLIS";53,92;12,71;23,57;9,79;100,00
"510263 CAMPO NOVO DO PARECIS";20,44;15,79;54,76;9,01;100,00
"510267 CAMPO VERDE";19,62;13,96;57,26;9,16;100,00
"510268 CAMPOS DE JULIO";19,85;15,08;49,39;15,69;100,00
"510269 CANABRAVA DO NORTE";26,77;17,93;42,51;12,78;100,00
"510270 CANARANA";27,54;15,37;44,72;12,36;100,00
"510279 CARLINDA";34,97;15,71;37,37;11,95;100,00
"510285 CASTANHEIRA";36,79;11,60;38,39;13,21;100,00
"510300 CHAPADA DOS GUIMARAES";30,99;13,10;44,69;11,22;100,00
"510305 CLAUDIA";25,59;17,93;41,80;14,68;100,00
"510310 COCALINHO";28,83;17,84;42,09;11,24;100,00
"510320 COLIDER";34,02;13,05;43,17;9,77;100,00
"510325 COLNIZA";37,47;14,25;32,46;15,82;100,00
"510330 COMODORO";28,17;14,89;42,93;14,01;100,00
"510335 CONFRESA";33,26;14,08;40,69;11,97;100,00
"510336 CONQUISTA D'OESTE";25,89;15,29;49,23;9,59;100,00
"510337 COTRIGUACU";39,40;16,17;30,63;13,80;100,00
"510340 CUIABA";13,17;9,91;68,03;8,89;100,00
"510343 CURVELANDIA";33,02;13,57;41,64;11,76;100,00
"510345 DENISE";30,39;11,34;46,32;11,95;100,00
"510350 DIAMANTINO";25,24;14,33;50,19;10,24;100,00
"510360 DOM AQUINO";33,01;15,20;43,10;8,69;100,00
"510370 FELIZ NATAL";26,68;14,75;43,25;15,32;100,00
"510380 FIGUEIROPOLIS D'OESTE";33,03;12,00;42,58;12,38;100,00
"510385 GAUCHA DO NORTE";39,99;10,63;35,00;14,38;100,00
"510390 GENERAL CARNEIRO";24,84;19,37;46,71;9,08;100,00
"510395 GLORIA D'OESTE";30,04;14,83;42,29;12,83;100,00
"510410 GUARANTA DO NORTE";26,93;15,74;46,13;11,20;100,00
"510420 GUIRATINGA";30,61;15,38;45,44;8,57;100,00
"510450 INDIAVAI";36,35;15,80;35,43;12,42;100,00
"510452 IPIRANGA DO NORTE";21,56;17,01;51,13;10,31;100,00
"510454 ITANHANGA";29,14;13,04;43,52;14,30;100,00
"510455 ITAUBA";28,56;14,14;42,00;15,30;100,00
"510460 ITIQUIRA";27,34;14,71;45,07;12,88;100,00
"510480 JACIARA";27,90;11,57;51,66;8,87;100,00
"510490 JANGADA";39,86;11,28;35,56;13,30;100,00
"510500 JAURU";39,55;10,02;39,91;10,51;100,00
"510510 JUARA";33,44;13,34;39,71;13,52;100,00
"510515 JUINA";30,51;11,91;45,60;11,98;100,00
"510517 JURUENA";34,02;12,97;39,20;13,80;100,00
"510520 JUSCIMEIRA";25,96;15,82;46,54;11,68;100,00
"510523 LAMBARI D'OESTE";38,90;14,23;31,53;15,34;100,00
"510525 LUCAS DO RIO VERDE";15,94;11,70;61,77;10,58;100,00
"510530 LUCIARA";22,53;16,01;52,41;9,05;100,00
"510550 VILA BELA DA SANTISSIMA TRINDADE";32,40;14,64;38,68;14,29;100,00
"510558 MARCELANDIA";27,83;13,19;45,84;13,14;100,00
"510560 MATUPA";27,95;13,85;47,12;11,08;100,00
"510562 MIRASSOL D'OESTE";32,20;11,35;47,04;9,42;100,00
"510590 NOBRES";28,95;15,05;46,24;9,76;100,00
"510600 NORTELANDIA";24,22;10,73;53,07;11,98;100,00
"510610 NOSSA SENHORA DO LIVRAMENTO";42,20;14,28;33,60;9,92;100,00
"510615 NOVA BANDEIRANTES";38,83;16,27;32,14;12,76;100,00
"510617 NOVA NAZARE";40,68;9,09;37,60;12,64;100,00
"510618 NOVA LACERDA";31,44;17,69;38,00;12,88;100,00
"510619 NOVA SANTA HELENA";34,47;12,81;38,63;14,09;100,00
"510620 NOVA BRASILANDIA";38,74;15,43;35,44;10,39;100,00
"510621 NOVA CANAA DO NORTE";36,77;12,73;39,44;11,06;100,00
"510622 NOVA MUTUM";17,94;12,20;57,07;12,79;100,00
"510623 NOVA OLIMPIA";34,50;9,96;42,52;13,02;100,00
"510624 NOVA UBIRATA";28,79;16,09;40,41;14,71;100,00
"510625 NOVA XAVANTINA";27,30;14,15;47,30;11,25;100,00
"510626 NOVO MUNDO";29,59;17,49;39,87;13,05;100,00
"510627 NOVO HORIZONTE DO NORTE";36,14;15,47;35,86;12,54;100,00
"510628 NOVO SAO JOAQUIM";39,42;12,26;35,18;13,15;100,00
"510629 PARANAITA";30,22;18,41;37,68;13,69;100,00
"510630 PARANATINGA";31,13;10,78;42,44;15,66;100,00
"510631 NOVO SANTO ANTONIO";30,55;18,27;40,83;10,35;100,00
"510637 PEDRA PRETA";31,63;17,39;40,43;10,56;100,00
"510642 PEIXOTO DE AZEVEDO";35,84;15,24;39,04;9,88;100,00
"510645 PLANALTO DA SERRA";41,49;13,09;37,29;8,14;100,00
"510650 POCONE";37,43;11,18;41,13;10,26;100,00
"510665 PONTAL DO ARAGUAIA";21,74;15,02;56,55;6,69;100,00
"510670 PONTE BRANCA";33,72;12,50;42,88;10,90;100,00
"510675 PONTES E LACERDA";26,70;14,86;48,09;10,36;100,00
"510677 PORTO ALEGRE DO NORTE";29,69;13,19;43,84;13,28;100,00
"510680 PORTO DOS GAUCHOS";27,84;16,73;41,51;13,92;100,00
"510682 PORTO ESPERIDIAO";36,35;10,86;38,73;14,06;100,00
"510685 PORTO ESTRELA";49,51;10,91;30,21;9,37;100,00
"510700 POXOREO";36,94;11,36;41,74;9,97;100,00
"510704 PRIMAVERA DO LESTE";20,80;10,68;56,93;11,59;100,00
"510706 QUERENCIA";28,83;13,33;46,39;11,45;100,00
"510710 SAO JOSE DOS QUATRO MARCOS";31,19;10,54;47,45;10,82;100,00
"510715 RESERVA DO CABACAL";32,95;9,11;48,93;9,01;100,00
"510718 RIBEIRAO CASCALHEIRA";32,39;16,59;40,58;10,44;100,00
"510719 RIBEIRAOZINHO";28,94;12,94;48,87;9,26;100,00
"510720 RIO BRANCO";31,33;13,67;43,65;11,36;100,00
"510724 SANTA CARMEM";18,12;15,89;50,63;15,37;100,00
"510726 SANTO AFONSO";33,98;7,72;46,45;11,85;100,00
"510729 SAO JOSE DO POVO";39,05;11,83;40,73;8,40;100,00
"510730 SAO JOSE DO RIO CLARO";29,83;17,11;40,24;12,82;100,00
"510735 SAO JOSE DO XINGU";35,93;17,42;32,59;14,06;100,00
"510740 SAO PEDRO DA CIPA";30,48;18,09;38,70;12,72;100,00
"510757 RONDOLANDIA";30,83;14,33;40,76;14,08;100,00
"510760 RONDONOPOLIS";17,83;13,00;60,03;9,14;100,00
"510770 ROSARIO OESTE";38,03;11,76;37,83;12,38;100,00
"510774 SANTA CRUZ DO XINGU";25,07;19,97;41,27;13,68;100,00
"510775 SALTO DO CEU";32,88;14,75;40,03;12,33;100,00
"510776 SANTA RITA DO TRIVELATO";27,17;8,92;51,17;12,75;100,00
"510777 SANTA TEREZINHA";29,87;17,93;41,13;11,06;100,00
"510779 SANTO ANTONIO DO LESTE";38,00;9,23;39,44;13,33;100,00
"510780 SANTO ANTONIO DO LEVERGER";36,49;11,44;41,47;10,61;100,00
"510785 SAO FELIX DO ARAGUAIA";32,28;15,37;42,67;9,68;100,00
"510787 SAPEZAL";22,37;11,22;51,80;14,61;100,00
"510788 SERRA NOVA DOURADA";36,25;8,94;42,80;12,02;100,00
"510790 SINOP";18,55;13,84;57,72;9,89;100,00
"510792 SORRISO";22,32;13,67;51,08;12,93;100,00
"510794 TABAPORA";29,69;13,46;43,82;13,03;100,00
"510795 TANGARA DA SERRA";25,46;12,96;52,37;9,21;100,00
"510800 TAPURAH";27,04;11,13;47,43;14,40;100,00
"510805 TERRA NOVA DO NORTE";34,55;13,96;41,86;9,63;100,00
"510810 TESOURO";31,81;19,24;40,78;8,16;100,00
"510820 TORIXOREU";24,52;14,89;52,13;8,46;100,00
"510830 UNIAO DO SUL";32,03;16,19;38,16;13,62;100,00
"510835 VALE DE SAO DOMINGOS";33,20;8,89;38,99;18,92;100,00
"510840 VARZEA GRANDE";17,99;13,55;58,83;9,63;100,00
"510850 VERA";27,18;16,44;41,04;15,34;100,00
"510860 VILA RICA";30,65;12,18;44,74;12,44;100,00
"510880 NOVA GUARITA";32,76;17,24;40,21;9,79;100,00
"510885 NOVA MARILANDIA";24,25;10,74;49,39;15,62;100,00
"510890 NOVA MARINGA";26,33;21,35;35,64;16,67;100,00
"510895 NOVA MONTE VERDE";31,28;14,09;42,90;11,73;100,00
"520005 ABADIA DE GOIAS";27,64;11,37;48,06;12,93;100,00
"520010 ABADIANIA";32,29;13,85;42,42;11,43;100,00
"520013 ACREUNA";34,01;16,73;40,50;8,76;100,00
"520015 ADELANDIA";34,09;13,37;42,67;9,87;100,00
"520017 AGUA FRIA DE GOIAS";33,51;15,79;37,87;12,84;100,00
"520020 AGUA LIMPA";29,50;11,38;47,13;12,00;100,00
"520025 AGUAS LINDAS DE GOIAS";22,94;16,51;47,18;13,36;100,00
"520030 ALEXANIA";30,40;13,94;43,99;11,68;100,00
"520050 ALOANDIA";36,06;12,76;42,08;9,09;100,00
"520055 ALTO HORIZONTE";29,44;15,22;45,54;9,79;100,00
"520060 ALTO PARAISO DE GOIAS";25,62;13,54;52,49;8,35;100,00
"520080 ALVORADA DO NORTE";35,59;14,80;39,90;9,71;100,00
"520082 AMARALINA";48,31;8,93;29,50;13,26;100,00
"520085 AMERICANO DO BRASIL";32,32;11,50;43,86;12,32;100,00
"520090 AMORINOPOLIS";34,94;17,88;37,91;9,27;100,00
"520110 ANAPOLIS";17,70;13,80;60,03;8,48;100,00
"520120 ANHANGUERA";17,31;12,80;59,22;10,66;100,00
"520130 ANICUNS";30,69;14,06;45,69;9,56;100,00
"520140 APARECIDA DE GOIANIA";19,51;14,21;56,25;10,04;100,00
"520145 APARECIDA DO RIO DOCE";37,26;10,30;43,05;9,39;100,00
"520150 APORE";31,68;12,87;41,40;14,06;100,00
"520160 ARACU";35,43;17,06;37,56;9,96;100,00
"520170 ARAGARCAS";20,21;14,26;56,51;9,02;100,00
"520180 ARAGOIANIA";30,63;18,18;40,91;10,28;100,00
"520215 ARAGUAPAZ";36,16;13,48;39,04;11,32;100,00
"520235 ARENOPOLIS";37,60;14,05;36,56;11,79;100,00
"520250 ARUANA";29,34;18,77;37,66;14,23;100,00
"520260 AURILANDIA";35,85;14,02;40,73;9,40;100,00
"520280 AVELINOPOLIS";45,20;14,26;31,52;9,02;100,00
"520310 BALIZA";39,44;14,63;34,42;11,51;100,00
"520320 BARRO ALTO";29,13;10,08;51,50;9,29;100,00
"520330 BELA VISTA DE GOIAS";26,47;16,07;47,65;9,81;100,00
"520340 BOM JARDIM DE GOIAS";35,74;16,44;35,38;12,45;100,00
"520350 BOM JESUS DE GOIAS";29,49;14,98;42,14;13,39;100,00
"520355 BONFINOPOLIS";25,97;20,48;42,86;10,69;100,00
"520357 BONOPOLIS";40,46;16,48;31,14;11,93;100,00
"520360 BRAZABRANTES";28,20;19,10;43,84;8,86;100,00
"520380 BRITANIA";37,86;12,49;37,57;12,08;100,00
"520390 BURITI ALEGRE";26,82;13,65;46,68;12,85;100,00
"520393 BURITI DE GOIAS";33,72;17,84;38,47;9,97;100,00
"520396 BURITINOPOLIS";39,13;10,54;40,73;9,60;100,00
"520400 CABECEIRAS";35,65;13,09;42,19;9,07;100,00
"520410 CACHOEIRA ALTA";28,42;16,81;45,33;9,44;100,00
"520420 CACHOEIRA DE GOIAS";36,79;8,01;47,72;7,47;100,00
"520425 CACHOEIRA DOURADA";28,20;16,86;44,58;10,36;100,00
"520430 CACU";27,91;14,91;44,20;12,98;100,00
"520440 CAIAPONIA";31,24;15,68;40,58;12,50;100,00
"520450 CALDAS NOVAS";18,51;14,57;56,61;10,31;100,00
"520455 CALDAZINHA";35,94;8,96;41,73;13,37;100,00
"520460 CAMPESTRE DE GOIAS";32,07;15,55;39,02;13,35;100,00
"520465 CAMPINACU";47,10;10,88;30,10;11,92;100,00
"520470 CAMPINORTE";34,84;17,02;40,38;7,76;100,00
"520480 CAMPO ALEGRE DE GOIAS";30,63;16,31;41,34;11,72;100,00
"520485 CAMPO LIMPO DE GOIAS";35,36;18,68;36,83;9,12;100,00
"520490 CAMPOS BELOS";28,52;14,47;48,47;8,54;100,00
"520495 CAMPOS VERDES";37,99;14,04;37,80;10,17;100,00
"520500 CARMO DO RIO VERDE";30,34;13,06;46,15;10,45;100,00
"520505 CASTELANDIA";40,19;8,71;41,44;9,67;100,00
"520510 CATALAO";17,17;13,89;60,99;7,95;100,00
"520520 CATURAI";30,54;20,08;36,17;13,22;100,00
"520530 CAVALCANTE";45,32;13,44;30,90;10,34;100,00
"520540 CERES";19,38;12,16;59,45;9,01;100,00
"520545 CEZARINA";25,67;12,41;50,31;11,60;100,00
"520547 CHAPADAO DO CEU";18,77;14,28;53,59;13,36;100,00
"520549 CIDADE OCIDENTAL";18,01;14,33;58,07;9,59;100,00
"520551 COCALZINHO DE GOIAS";35,98;12,32;39,21;12,48;100,00
"520552 COLINAS DO SUL";35,01;13,94;41,94;9,10;100,00
"520570 CORREGO DO OURO";32,34;16,32;39,88;11,46;100,00
"520580 CORUMBA DE GOIAS";31,56;12,71;39,85;15,88;100,00
"520590 CORUMBAIBA";28,81;15,76;43,75;11,67;100,00
"520620 CRISTALINA";28,31;13,56;47,66;10,48;100,00
"520630 CRISTIANOPOLIS";28,48;16,89;38,79;15,84;100,00
"520640 CRIXAS";29,61;13,34;48,84;8,21;100,00
"520650 CROMINIA";28,33;14,75;45,95;10,97;100,00
"520660 CUMARI";25,43;14,12;52,30;8,15;100,00
"520670 DAMIANOPOLIS";35,46;15,65;38,21;10,68;100,00
"520680 DAMOLANDIA";28,88;19,36;39,68;12,08;100,00
"520690 DAVINOPOLIS";34,05;15,27;42,67;8,00;100,00
"520710 DIORAMA";28,46;12,32;48,27;10,96;100,00
"520725 DOVERLANDIA";39,68;12,85;34,78;12,68;100,00
"520735 EDEALINA";37,58;15,30;40,55;6,56;100,00
"520740 EDEIA";25,93;15,45;49,84;8,78;100,00
"520750 ESTRELA DO NORTE";31,35;14,90;42,14;11,60;100,00
"520753 FAINA";38,61;15,01;35,59;10,80;100,00
"520760 FAZENDA NOVA";38,22;10,27;40,82;10,69;100,00
"520780 FIRMINOPOLIS";30,32;12,85;49,79;7,04;100,00
"520790 FLORES DE GOIAS";46,88;12,95;31,27;8,90;100,00
"520800 FORMOSA";22,44;12,00;56,41;9,15;100,00
"520810 FORMOSO";28,59;10,74;48,39;12,28;100,00
"520815 GAMELEIRA DE GOIAS";40,88;17,71;29,91;11,50;100,00
"520830 DIVINOPOLIS DE GOIAS";36,67;15,42;39,73;8,18;100,00
"520840 GOIANAPOLIS";33,77;14,26;43,89;8,08;100,00
"520850 GOIANDIRA";21,31;14,28;57,09;7,32;100,00
"520860 GOIANESIA";25,22;16,39;47,58;10,81;100,00
"520870 GOIANIA";12,50;10,47;70,23;6,81;100,00
"520880 GOIANIRA";23,55;18,33;46,01;12,10;100,00
"520890 GOIAS";29,79;15,83;47,48;6,90;100,00
"520910 GOIATUBA";23,81;17,56;49,17;9,46;100,00
"520915 GOUVELANDIA";37,70;13,92;37,96;10,42;100,00
"520920 GUAPO";32,67;13,71;41,63;11,98;100,00
"520929 GUARAITA";34,63;14,90;40,98;9,50;100,00
"520940 GUARANI DE GOIAS";38,49;10,26;39,09;12,16;100,00
"520945 GUARINOS";40,25;17,23;32,63;9,88;100,00
"520960 HEITORAI";30,06;17,18;43,56;9,19;100,00
"520970 HIDROLANDIA";24,26;16,99;48,94;9,81;100,00
"520980 HIDROLINA";36,24;16,81;40,23;6,73;100,00
"520990 IACIARA";35,52;15,74;37,50;11,24;100,00
"520993 INACIOLANDIA";33,50;14,25;39,83;12,42;100,00
"520995 INDIARA";34,04;12,24;43,01;10,70;100,00
"521000 INHUMAS";28,33;15,71;44,58;11,39;100,00
"521010 IPAMERI";29,58;16,19;45,16;9,06;100,00
"521015 IPIRANGA DE GOIAS";35,12;12,17;41,66;11,05;100,00
"521020 IPORA";28,55;12,96;50,78;7,70;100,00
"521030 ISRAELANDIA";28,85;16,31;44,60;10,24;100,00
"521040 ITABERAI";26,51;17,10;46,09;10,29;100,00
"521056 ITAGUARI";33,33;16,10;41,98;8,59;100,00
"521060 ITAGUARU";33,88;13,50;44,62;8,01;100,00
"521080 ITAJA";32,66;13,48;41,22;12,64;100,00
"521090 ITAPACI";26,44;17,20;47,17;9,19;100,00
"521100 ITAPIRAPUA";37,16;15,54;35,61;11,69;100,00
"521120 ITAPURANGA";32,56;12,91;45,01;9,52;100,00
"521130 ITARUMA";31,68;20,82;35,84;11,67;100,00
"521140 ITAUCU";29,79;14,80;45,56;9,85;100,00
"521150 ITUMBIARA";22,79;13,08;55,35;8,78;100,00
"521160 IVOLANDIA";30,45;14,66;40,50;14,39;100,00
"521170 JANDAIA";30,11;15,72;43,18;10,99;100,00
"521180 JARAGUA";30,22;16,26;42,60;10,92;100,00
"521190 JATAI";22,01;14,40;53,74;9,84;100,00
"521200 JAUPACI";34,01;15,54;38,54;11,91;100,00
"521205 JESUPOLIS";35,69;17,56;35,92;10,84;100,00
"521210 JOVIANIA";28,71;15,41;43,76;12,12;100,00
"521220 JUSSARA";27,49;14,14;49,38;8,99;100,00
"521225 LAGOA SANTA";28,14;15,06;46,11;10,70;100,00
"521230 LEOPOLDO DE BULHOES";30,81;19,25;36,29;13,65;100,00
"521250 LUZIANIA";23,95;14,55;50,51;10,99;100,00
"521260 MAIRIPOTABA";29,03;13,00;46,89;11,07;100,00
"521270 MAMBAI";42,76;13,00;30,66;13,58;100,00
"521280 MARA ROSA";38,51;13,71;38,44;9,34;100,00
"521290 MARZAGAO";30,08;16,16;43,17;10,60;100,00
"521295 MATRINCHA";35,14;13,39;39,11;12,36;100,00
"521300 MAURILANDIA";31,17;16,71;39,52;12,60;100,00
"521305 MIMOSO DE GOIAS";36,06;14,17;39,06;10,72;100,00
"521308 MINACU";30,04;10,64;49,42;9,90;100,00
"521310 MINEIROS";24,17;18,55;46,98;10,31;100,00
"521340 MOIPORA";35,15;14,20;41,46;9,18;100,00
"521350 MONTE ALEGRE DE GOIAS";40,17;11,12;34,98;13,72;100,00
"521370 MONTES CLAROS DE GOIAS";29,73;16,19;45,73;8,35;100,00
"521375 MONTIVIDIU";26,81;14,57;48,27;10,34;100,00
"521377 MONTIVIDIU DO NORTE";38,89;14,76;35,82;10,53;100,00
"521380 MORRINHOS";26,36;16,85;48,14;8,65;100,00
"521385 MORRO AGUDO DE GOIAS";35,64;16,79;42,36;5,20;100,00
"521390 MOSSAMEDES";33,80;16,89;40,05;9,26;100,00
"521400 MOZARLANDIA";30,80;14,72;44,03;10,46;100,00
"521405 MUNDO NOVO";43,81;15,22;30,35;10,62;100,00
