 Escolaridade da população de 15 anos ou mais - Brasil
Distrib população p/escolarid por Município e Escolaridade
Período:2000
"Município";"Menos de 1 ano de estudo";"1 a 3 anos de estudo";"4 a 7 anos de estudo";"8 anos e mais de estudo";"Alfabetização de adultos";"Não determinada";"Total"
"431770 SANTO ANTONIO DAS MISSOES";14,07;14,56;42,07;28,62;0,04;0,63;100,00
"431775 SANTO ANTONIO DO PLANALTO";5,96;9,82;49,83;34,39;-;-;100,00
"431780 SANTO AUGUSTO";9,56;14,61;41,64;34,05;-;0,13;100,00
"431790 SANTO CRISTO";2,42;6,82;54,13;35,55;0,13;0,95;100,00
"431795 SANTO EXPEDITO DO SUL";8,88;15,65;40,67;34,45;-;0,35;100,00
"431800 SAO BORJA";8,84;13,38;37,39;39,85;0,03;0,50;100,00
"431805 SAO DOMINGOS DO SUL";6,53;12,03;43,00;38,43;-;-;100,00
"431810 SAO FRANCISCO DE ASSIS";10,63;18,90;45,51;24,42;0,08;0,46;100,00
"431820 SAO FRANCISCO DE PAULA";10,19;15,73;42,08;31,29;0,11;0,61;100,00
"431830 SAO GABRIEL";10,97;15,64;34,52;38,55;0,06;0,26;100,00
"431840 SAO JERONIMO";10,29;14,29;37,27;37,04;-;1,11;100,00
"431842 SAO JOAO DA URTIGA";10,25;21,20;46,22;22,32;-;-;100,00
"431843 SAO JOAO DO POLESINE";4,93;17,28;35,25;41,89;0,65;-;100,00
"431844 SAO JORGE";4,81;14,25;48,99;31,78;-;0,18;100,00
"431845 SAO JOSE DAS MISSOES";6,14;21,39;52,89;18,29;-;1,29;100,00
"431846 SAO JOSE DO HERVAL";23,23;14,76;36,63;24,87;-;0,51;100,00
"431848 SAO JOSE DO HORTENCIO";0,19;10,53;60,82;28,10;-;0,35;100,00
"431849 SAO JOSE DO INHACORA";1,41;14,60;60,90;22,77;-;0,32;100,00
"431850 SAO JOSE DO NORTE";21,12;22,90;38,13;17,18;0,09;0,58;100,00
"431860 SAO JOSE DO OURO";6,34;14,08;39,86;38,39;-;1,34;100,00
"431862 SAO JOSE DOS AUSENTES";14,13;20,44;42,15;23,19;-;0,09;100,00
"431870 SAO LEOPOLDO";4,28;10,50;38,30;45,86;0,05;1,01;100,00
"431880 SAO LOURENCO DO SUL";6,51;16,21;47,45;28,62;0,33;0,88;100,00
"431890 SAO LUIZ GONZAGA";10,03;13,69;38,48;36,88;0,04;0,87;100,00
"431900 SAO MARCOS";3,94;14,14;45,39;36,03;0,25;0,25;100,00
"431910 SAO MARTINHO";4,37;10,90;52,03;31,86;0,14;0,70;100,00
"431912 SAO MARTINHO DA SERRA";16,27;19,19;42,23;21,35;-;0,96;100,00
"431915 SAO MIGUEL DAS MISSOES";9,83;18,70;46,35;24,54;0,20;0,38;100,00
"431920 SAO NICOLAU";17,26;23,14;38,83;20,54;-;0,22;100,00
"431930 SAO PAULO DAS MISSOES";4,73;12,74;59,49;23,03;-;-;100,00
"431935 SAO PEDRO DA SERRA";2,79;8,16;55,96;33,09;-;-;100,00
"431937 SAO PEDRO DO BUTIA";4,19;7,60;51,08;36,99;-;0,14;100,00
"431940 SAO PEDRO DO SUL";6,15;17,28;42,54;33,74;-;0,29;100,00
"431950 SAO SEBASTIAO DO CAI";5,22;10,74;44,26;38,61;0,12;1,06;100,00
"431960 SAO SEPE";9,71;15,24;38,59;35,66;0,35;0,46;100,00
"431970 SAO VALENTIM";7,27;18,20;53,72;20,10;-;0,72;100,00
"431971 SAO VALENTIM DO SUL";6,45;14,58;47,21;30,89;0,41;0,46;100,00
"431973 SAO VALERIO DO SUL";11,48;26,88;37,07;24,13;-;0,45;100,00
"431975 SAO VENDELINO";0,78;8,08;62,00;29,14;-;-;100,00
"431980 SAO VICENTE DO SUL";9,74;12,35;44,69;32,87;0,15;0,20;100,00
"431990 SAPIRANGA";4,90;14,35;48,88;30,83;0,02;1,02;100,00
"432000 SAPUCAIA DO SUL";5,46;11,47;38,90;43,28;0,05;0,83;100,00
"432010 SARANDI";5,58;13,22;38,83;41,24;0,19;0,92;100,00
"432020 SEBERI";7,11;20,00;46,85;25,69;0,06;0,30;100,00
"432023 SEDE NOVA";9,98;14,28;46,12;28,01;0,34;1,26;100,00
"432026 SEGREDO";10,82;20,70;45,66;21,90;0,41;0,53;100,00
"432030 SELBACH";3,54;5,58;49,92;40,40;-;0,57;100,00
"432032 SENADOR SALGADO FILHO";7,80;16,70;44,50;31,01;-;-;100,00
"432035 SENTINELA DO SUL";10,04;19,78;45,28;24,26;0,17;0,47;100,00
"432040 SERAFINA CORREA";4,70;11,39;41,92;40,08;-;1,90;100,00
"432045 SERIO";14,05;21,61;48,02;15,38;-;0,94;100,00
"432050 SERTAO";4,62;14,59;39,96;39,40;0,68;0,75;100,00
"432055 SERTAO SANTANA";7,20;17,64;52,05;22,69;0,35;0,08;100,00
"432057 SETE DE SETEMBRO";2,34;19,08;56,36;21,79;-;0,43;100,00
"432060 SEVERIANO DE ALMEIDA";4,24;16,22;49,09;29,40;0,13;0,92;100,00
"432065 SILVEIRA MARTINS";4,48;16,06;48,32;30,95;-;0,19;100,00
"432067 SINIMBU";9,22;15,36;58,39;16,46;0,31;0,25;100,00
"432070 SOBRADINHO";9,15;16,55;37,67;36,20;0,09;0,34;100,00
"432080 SOLEDADE";11,03;11,62;40,12;37,05;-;0,18;100,00
"432085 TABAI";10,35;15,03;47,99;26,26;-;0,37;100,00
"432090 TAPEJARA";6,36;13,58;45,05;34,65;0,16;0,20;100,00
"432100 TAPERA";4,86;13,46;42,38;38,51;-;0,79;100,00
"432110 TAPES";8,97;17,35;38,20;34,47;0,08;0,94;100,00
"432120 TAQUARA";5,60;14,02;42,92;37,15;0,02;0,29;100,00
"432130 TAQUARI";7,33;13,28;40,63;37,66;0,20;0,90;100,00
"432132 TAQUARUCU DO SUL";7,17;14,61;51,72;25,68;-;0,83;100,00
"432135 TAVARES";17,69;23,82;37,94;20,04;-;0,51;100,00
"432140 TENENTE PORTELA";11,04;14,91;37,47;36,15;0,16;0,27;100,00
"432143 TERRA DE AREIA";11,35;17,48;42,99;27,64;0,20;0,34;100,00
"432145 TEUTONIA";1,86;6,68;57,00;34,38;-;0,09;100,00
"432147 TIRADENTES DO SUL";7,44;21,39;51,08;19,68;-;0,42;100,00
"432149 TOROPI";5,78;18,71;55,52;19,63;0,16;0,20;100,00
"432150 TORRES";6,49;12,28;36,01;44,00;0,07;1,15;100,00
"432160 TRAMANDAI";5,02;13,06;42,69;38,70;0,06;0,47;100,00
"432162 TRAVESSEIRO";3,97;15,39;60,39;20,10;-;0,16;100,00
"432163 TRES ARROIOS";4,53;12,05;57,28;25,22;-;0,91;100,00
"432166 TRES CACHOEIRAS";6,13;16,60;44,52;32,19;0,13;0,43;100,00
"432170 TRES COROAS";4,42;17,09;48,63;29,32;0,22;0,31;100,00
"432180 TRES DE MAIO";4,96;14,38;42,59;37,14;0,04;0,89;100,00
"432183 TRES FORQUILHAS";16,10;19,51;44,26;19,43;-;0,71;100,00
"432185 TRES PALMEIRAS";10,64;18,68;41,45;28,62;0,18;0,42;100,00
"432190 TRES PASSOS";3,71;12,54;40,00;42,26;-;1,50;100,00
"432195 TRINDADE DO SUL";14,29;17,59;41,07;26,37;-;0,67;100,00
"432200 TRIUNFO";7,93;20,01;37,93;33,97;-;0,15;100,00
"432210 TUCUNDUVA";5,09;13,77;43,14;36,98;0,14;0,88;100,00
"432215 TUNAS";18,93;7,02;49,26;24,26;-;0,54;100,00
"432218 TUPANCI DO SUL";9,48;18,87;40,33;28,74;-;2,58;100,00
"432220 TUPANCIRETA";7,61;14,17;42,92;35,00;-;0,30;100,00
"432225 TUPANDI";2,34;5,07;60,42;32,17;-;-;100,00
"432230 TUPARENDI";4,57;15,60;46,46;32,49;0,07;0,82;100,00
"432232 TURUCU";7,12;28,86;43,67;19,29;-;1,07;100,00
"432234 UBIRETAMA";5,11;14,93;59,38;20,58;-;-;100,00
"432235 UNIAO DA SERRA";5,97;18,44;50,46;25,13;-;-;100,00
"432237 UNISTALDA";13,42;18,87;44,39;22,17;-;1,15;100,00
"432240 URUGUAIANA";6,05;10,65;35,00;47,79;0,04;0,47;100,00
"432250 VACARIA";6,36;13,83;37,96;41,38;0,14;0,34;100,00
"432252 VALE VERDE";11,83;22,84;46,59;18,73;-;-;100,00
"432253 VALE DO SOL";6,65;16,56;61,96;14,55;-;0,28;100,00
"432254 VALE REAL";1,10;15,21;58,25;24,80;-;0,64;100,00
"432255 VANINI";7,32;14,98;41,32;34,08;-;2,30;100,00
"432260 VENANCIO AIRES";4,11;13,45;50,15;31,67;0,04;0,59;100,00
"432270 VERA CRUZ";4,75;12,07;55,48;27,32;-;0,38;100,00
"432280 VERANOPOLIS";3,12;12,41;44,79;39,11;-;0,57;100,00
"432285 VESPASIANO CORREA";6,04;14,95;56,42;22,26;0,11;0,22;100,00
"432290 VIADUTOS";6,81;15,03;55,26;22,21;0,24;0,46;100,00
"432300 VIAMAO";6,03;12,43;38,59;42,36;0,06;0,53;100,00
"432310 VICENTE DUTRA";14,17;20,01;49,19;16,26;-;0,36;100,00
"432320 VICTOR GRAEFF";1,07;9,06;53,50;35,74;-;0,63;100,00
"432330 VILA FLORES";2,71;16,70;50,28;29,25;-;1,06;100,00
"432335 VILA LANGARO";7,92;16,59;51,16;24,33;-;-;100,00
"432340 VILA MARIA";8,00;15,27;49,04;27,32;0,22;0,15;100,00
"432345 VILA NOVA DO SUL";12,31;16,55;43,58;27,28;-;0,28;100,00
"432350 VISTA ALEGRE";7,35;10,97;45,78;35,49;-;0,41;100,00
"432360 VISTA ALEGRE DO PRATA";2,48;9,21;60,37;27,94;-;-;100,00
"432370 VISTA GAUCHA";5,71;15,73;47,75;30,41;0,30;0,10;100,00
"432375 VITORIA DAS MISSOES";9,54;21,64;48,26;20,57;-;-;100,00
"432380 XANGRI-LA";4,85;14,81;40,48;39,49;-;0,37;100,00
"500020 AGUA CLARA";13,63;24,64;38,62;21,36;0,06;1,68;100,00
"500025 ALCINOPOLIS";21,97;27,20;33,93;16,90;-;-;100,00
"500060 AMAMBAI";18,06;18,42;33,71;29,13;0,15;0,52;100,00
"500070 ANASTACIO";14,10;23,09;38,59;23,21;0,30;0,71;100,00
"500080 ANAURILANDIA";17,77;26,79;35,85;18,56;0,13;0,92;100,00
"500085 ANGELICA";17,27;24,11;31,53;25,70;0,29;1,11;100,00
"500090 ANTONIO JOAO";21,09;22,38;33,32;22,30;-;0,92;100,00
"500100 APARECIDA DO TABOADO";17,02;17,61;36,31;28,08;0,07;0,91;100,00
"500110 AQUIDAUANA";13,12;20,81;34,32;30,48;0,04;1,23;100,00
"500124 ARAL MOREIRA";17,07;28,31;31,52;22,66;-;0,44;100,00
"500150 BANDEIRANTES";16,69;21,06;37,21;24,40;-;0,65;100,00
"500190 BATAGUASSU";14,44;21,14;31,32;31,03;0,08;1,99;100,00
"500200 BATAYPORA";19,09;22,62;35,64;21,45;-;1,21;100,00
"500210 BELA VISTA";10,75;15,14;37,67;35,40;0,07;0,98;100,00
"500215 BODOQUENA";16,59;24,33;35,25;23,07;0,09;0,67;100,00
"500220 BONITO";13,87;21,39;38,86;25,64;-;0,23;100,00
"500230 BRASILANDIA";15,05;18,95;37,21;25,17;0,06;3,56;100,00
"500240 CAARAPO";19,93;20,30;32,22;26,64;0,27;0,63;100,00
"500260 CAMAPUA";15,26;22,91;33,74;27,48;0,03;0,59;100,00
"500270 CAMPO GRANDE";6,46;10,46;30,31;51,33;0,10;1,34;100,00
"500280 CARACOL";16,20;26,81;35,52;20,74;0,20;0,53;100,00
"500290 CASSILANDIA";15,31;18,66;32,76;31,99;0,13;1,15;100,00
"500295 CHAPADAO DO SUL";7,82;13,33;40,27;38,19;-;0,39;100,00
"500310 CORGUINHO";17,73;24,74;38,23;19,02;-;0,28;100,00
"500315 CORONEL SAPUCAIA";24,00;25,11;34,14;16,54;0,10;0,10;100,00
"500320 CORUMBA";8,79;14,00;36,07;40,36;0,07;0,71;100,00
"500325 COSTA RICA";15,66;20,20;34,28;28,28;0,16;1,43;100,00
"500330 COXIM";14,73;19,52;33,42;31,56;0,04;0,73;100,00
"500345 DEODAPOLIS";18,36;20,02;31,04;28,66;0,36;1,57;100,00
"500348 DOIS IRMAOS DO BURITI";19,17;28,34;35,20;17,13;-;0,17;100,00
"500350 DOURADINA";17,59;20,30;34,87;26,48;0,25;0,52;100,00
"500370 DOURADOS";9,36;13,94;34,54;41,01;0,11;1,04;100,00
"500375 ELDORADO";18,18;22,40;33,20;25,70;-;0,52;100,00
"500380 FATIMA DO SUL";13,28;17,16;30,19;35,45;0,36;3,57;100,00
"500400 GLORIA DE DOURADOS";15,40;18,20;30,81;33,65;0,27;1,67;100,00
"500410 GUIA LOPES DA LAGUNA";18,21;23,16;31,84;26,31;-;0,48;100,00
"500430 IGUATEMI";17,98;20,78;34,46;24,40;0,31;2,07;100,00
"500440 INOCENCIA";14,71;25,32;34,25;25,38;-;0,35;100,00
"500450 ITAPORA";14,86;18,44;36,00;28,64;0,47;1,59;100,00
"500460 ITAQUIRAI";20,19;24,12;35,36;18,87;0,11;1,36;100,00
"500470 IVINHEMA";15,53;20,83;31,91;29,99;0,19;1,55;100,00
"500480 JAPORA";33,11;27,03;26,15;12,30;0,31;1,10;100,00
"500490 JARAGUARI";14,17;24,39;41,24;19,95;-;0,26;100,00
"500500 JARDIM";10,92;19,14;33,19;35,07;0,08;1,60;100,00
"500510 JATEI";18,69;17,98;35,56;26,00;0,67;1,10;100,00
"500515 JUTI";25,58;24,82;29,92;19,28;-;0,40;100,00
"500520 LADARIO";8,75;13,02;37,19;40,01;0,38;0,65;100,00
"500525 LAGUNA CARAPA";18,78;23,06;37,60;19,20;0,33;1,03;100,00
"500540 MARACAJU";10,96;19,22;37,81;31,03;-;0,98;100,00
"500560 MIRANDA";16,79;24,38;35,60;22,20;0,05;0,98;100,00
"500568 MUNDO NOVO";18,35;17,80;31,58;29,62;0,28;2,37;100,00
"500570 NAVIRAI";15,36;19,98;35,36;27,72;0,04;1,54;100,00
"500580 NIOAQUE";16,11;25,83;37,23;20,31;0,07;0,46;100,00
"500600 NOVA ALVORADA DO SUL";12,28;22,80;40,87;23,33;-;0,72;100,00
"500620 NOVA ANDRADINA";12,54;18,94;33,48;33,97;0,04;1,03;100,00
"500625 NOVO HORIZONTE DO SUL";18,18;27,35;35,60;16,79;0,07;2,00;100,00
"500630 PARANAIBA";17,72;17,76;33,76;30,21;0,06;0,48;100,00
"500635 PARANHOS";28,84;23,56;33,41;13,75;-;0,44;100,00
"500640 PEDRO GOMES";21,51;22,78;35,31;20,16;-;0,24;100,00
"500660 PONTA PORA";10,60;15,73;36,95;35,94;-;0,78;100,00
"500690 PORTO MURTINHO";18,75;18,98;36,76;24,60;0,05;0,86;100,00
"500710 RIBAS DO RIO PARDO";13,89;26,05;38,00;21,67;-;0,39;100,00
"500720 RIO BRILHANTE";14,97;20,05;36,03;28,02;-;0,94;100,00
"500730 RIO NEGRO";17,22;18,24;34,19;28,28;-;2,07;100,00
"500740 RIO VERDE DE MATO GROSSO";15,59;20,32;38,44;24,31;0,17;1,16;100,00
"500750 ROCHEDO";15,93;23,40;38,17;21,84;-;0,66;100,00
"500755 SANTA RITA DO PARDO";20,05;22,79;34,24;21,66;-;1,26;100,00
"500769 SAO GABRIEL DO OESTE";9,09;15,30;36,69;38,12;-;0,80;100,00
"500770 SETE QUEDAS";22,82;23,52;32,12;21,36;-;0,19;100,00
"500780 SELVIRIA";16,05;21,07;37,59;24,50;0,12;0,69;100,00
"500790 SIDROLANDIA";13,98;19,12;39,04;27,31;0,19;0,36;100,00
"500793 SONORA";14,02;23,00;39,45;22,60;0,08;0,85;100,00
"500795 TACURU";25,77;24,69;32,96;16,30;-;0,28;100,00
"500797 TAQUARUSSU";22,99;21,01;31,59;19,62;0,16;4,64;100,00
"500800 TERENOS";14,90;21,00;38,18;25,09;-;0,83;100,00
"500830 TRES LAGOAS";10,02;15,23;33,94;39,35;0,09;1,37;100,00
"500840 VICENTINA";18,46;17,38;31,45;30,18;-;2,53;100,00
"510010 ACORIZAL";23,21;24,18;30,69;21,43;0,48;-;100,00
"510020 AGUA BOA";12,43;15,37;41,32;30,59;0,04;0,25;100,00
"510025 ALTA FLORESTA";12,40;19,79;36,96;30,53;0,06;0,26;100,00
"510030 ALTO ARAGUAIA";15,16;19,37;35,14;29,48;0,04;0,82;100,00
"510035 ALTO BOA VISTA";18,66;21,15;41,44;18,52;0,15;0,07;100,00
"510040 ALTO GARCAS";12,77;15,94;38,06;32,90;-;0,33;100,00
"510050 ALTO PARAGUAI";14,15;22,90;37,40;25,36;-;0,19;100,00
"510060 ALTO TAQUARI";7,17;21,21;38,56;32,96;-;0,10;100,00
"510080 APIACAS";17,20;30,58;34,61;17,61;-;-;100,00
"510100 ARAGUAIANA";11,58;22,27;40,44;25,38;-;0,34;100,00
"510120 ARAGUAINHA";18,93;17,47;30,54;33,05;-;-;100,00
"510125 ARAPUTANGA";15,06;16,09;34,46;33,13;0,11;1,15;100,00
"510130 ARENAPOLIS";16,35;17,09;32,49;33,37;0,10;0,60;100,00
"510140 ARIPUANA";17,54;22,97;43,58;15,45;0,16;0,29;100,00
"510160 BARAO DE MELGACO";24,32;29,43;29,15;17,00;-;0,10;100,00
"510170 BARRA DO BUGRES";18,08;19,94;32,98;28,41;0,11;0,48;100,00
"510180 BARRA DO GARCAS";8,70;13,06;33,13;44,77;0,03;0,31;100,00
"510190 BRASNORTE";12,12;25,68;41,27;19,91;-;1,02;100,00
"510250 CACERES";13,99;16,96;33,34;35,14;0,15;0,43;100,00
"510260 CAMPINAPOLIS";22,88;27,87;32,82;16,25;-;0,18;100,00
"510263 CAMPO NOVO DO PARECIS";9,31;19,40;39,04;31,52;-;0,73;100,00
"510267 CAMPO VERDE";8,72;15,89;37,50;37,53;0,08;0,28;100,00
"510268 CAMPOS DE JULIO";4,29;16,06;43,80;35,85;-;-;100,00
"510269 CANABRAVA DO NORTE";20,23;20,72;37,72;20,69;0,16;0,49;100,00
"510270 CANARANA";12,19;19,36;40,04;28,14;-;0,28;100,00
"510279 CARLINDA";20,11;25,66;37,72;16,15;0,06;0,30;100,00
"510285 CASTANHEIRA";16,06;24,83;38,44;20,38;0,10;0,19;100,00
"510300 CHAPADA DOS GUIMARAES";17,48;23,80;31,91;26,50;0,05;0,27;100,00
"510305 CLAUDIA";9,66;24,22;43,97;21,96;-;0,19;100,00
"510310 COCALINHO";18,24;22,58;40,55;18,26;-;0,37;100,00
"510320 COLIDER";15,70;19,72;37,39;26,83;0,08;0,29;100,00
"510330 COMODORO";16,96;21,57;37,77;23,09;-;0,61;100,00
"510335 CONFRESA";17,17;25,68;37,93;18,20;-;1,02;100,00
"510337 COTRIGUACU";14,33;25,68;43,90;15,78;-;0,32;100,00
"510340 CUIABA";5,99;9,16;27,24;57,02;0,09;0,51;100,00
"510345 DENISE";14,61;20,73;38,99;25,25;-;0,43;100,00
"510350 DIAMANTINO";11,41;16,46;34,11;37,94;0,05;0,03;100,00
"510360 DOM AQUINO";15,63;21,04;36,22;26,87;0,07;0,17;100,00
"510370 FELIZ NATAL";14,14;21,44;46,18;17,92;-;0,33;100,00
"510380 FIGUEIROPOLIS D'OESTE";20,04;18,91;32,16;28,89;-;-;100,00
"510385 GAUCHA DO NORTE";25,11;17,97;34,31;21,73;-;0,88;100,00
"510390 GENERAL CARNEIRO";21,33;17,71;38,08;22,88;-;-;100,00
"510395 GLORIA D'OESTE";16,41;24,55;36,27;21,98;0,33;0,46;100,00
"510410 GUARANTA DO NORTE";10,89;22,68;44,68;21,28;0,04;0,43;100,00
"510420 GUIRATINGA";15,57;21,62;31,61;30,97;0,04;0,19;100,00
"510450 INDIAVAI";13,88;24,91;42,28;18,65;-;0,28;100,00
"510455 ITAUBA";15,35;24,26;40,53;19,70;-;0,16;100,00
"510460 ITIQUIRA";12,42;19,07;44,56;23,11;0,39;0,45;100,00
"510480 JACIARA";12,77;15,98;34,84;35,84;0,05;0,51;100,00
"510490 JANGADA";26,60;18,88;33,54;20,64;-;0,34;100,00
"510500 JAURU";21,02;20,87;35,94;21,00;0,09;1,07;100,00
"510510 JUARA";13,44;21,88;35,55;28,07;0,30;0,76;100,00
"510515 JUINA";14,01;22,17;37,34;25,85;0,04;0,59;100,00
"510517 JURUENA";10,40;21,31;46,22;21,93;-;0,14;100,00
"510520 JUSCIMEIRA";20,87;18,90;32,46;26,98;0,06;0,73;100,00
"510523 LAMBARI D'OESTE";21,89;22,90;39,62;15,37;0,06;0,16;100,00
"510525 LUCAS DO RIO VERDE";6,59;13,10;39,80;40,25;-;0,27;100,00
"510530 LUCIARA";15,77;17,94;33,85;31,60;-;0,84;100,00
"510550 VILA BELA DA SANTISSIMA TRINDADE";15,57;22,10;43,36;18,24;0,21;0,53;100,00
"510558 MARCELANDIA";11,68;20,93;40,43;25,88;-;1,08;100,00
"510560 MATUPA";11,81;23,56;38,31;25,83;-;0,48;100,00
"510562 MIRASSOL D'OESTE";15,27;21,17;34,19;28,94;0,04;0,39;100,00
"510590 NOBRES";17,95;16,66;35,28;29,18;-;0,93;100,00
"510600 NORTELANDIA";14,71;15,27;35,70;33,97;0,19;0,16;100,00
"510610 NOSSA SENHORA DO LIVRAMENTO";31,80;18,09;30,57;18,31;0,37;0,87;100,00
"510615 NOVA BANDEIRANTES";16,47;28,07;43,21;12,04;0,09;0,13;100,00
"510618 NOVA LACERDA";21,53;23,56;38,94;15,64;-;0,33;100,00
"510620 NOVA BRASILANDIA";24,41;18,71;34,78;21,69;-;0,41;100,00
"510621 NOVA CANAA DO NORTE";18,24;25,84;38,18;17,29;-;0,45;100,00
"510622 NOVA MUTUM";5,04;12,57;40,26;41,98;-;0,16;100,00
"510623 NOVA OLIMPIA";14,52;24,07;36,82;23,85;0,15;0,60;100,00
"510624 NOVA UBIRATA";14,08;22,69;44,35;18,29;-;0,59;100,00
"510625 NOVA XAVANTINA";13,69;17,49;35,57;32,60;0,09;0,56;100,00
"510626 NOVO MUNDO";14,42;22,96;46,52;16,09;-;-;100,00
"510627 NOVO HORIZONTE DO NORTE";22,16;20,77;36,67;20,40;-;-;100,00
"510628 NOVO SAO JOAQUIM";16,48;22,29;44,17;16,74;0,06;0,26;100,00
"510629 PARANAITA";15,86;22,42;38,32;22,26;0,32;0,83;100,00
"510630 PARANATINGA";16,22;24,04;36,22;23,43;-;0,10;100,00
"510637 PEDRA PRETA";18,94;17,74;34,66;27,77;0,05;0,84;100,00
"510642 PEIXOTO DE AZEVEDO";19,34;26,38;35,75;17,73;0,06;0,74;100,00
"510645 PLANALTO DA SERRA";17,51;22,39;35,70;24,14;0,10;0,15;100,00
"510650 POCONE";17,18;17,11;34,86;29,54;0,05;1,25;100,00
"510665 PONTAL DO ARAGUAIA";9,05;12,50;43,69;34,76;-;-;100,00
"510670 PONTE BRANCA";17,45;19,29;37,99;23,23;-;2,03;100,00
"510675 PONTES E LACERDA";14,71;21,66;37,76;25,40;-;0,46;100,00
"510677 PORTO ALEGRE DO NORTE";17,75;18,99;39,45;23,34;0,11;0,36;100,00
"510680 PORTO DOS GAUCHOS";14,25;20,74;35,31;29,01;-;0,69;100,00
"510682 PORTO ESPERIDIAO";15,60;28,44;37,61;18,02;-;0,34;100,00
"510685 PORTO ESTRELA";26,46;26,10;36,37;10,97;-;0,10;100,00
"510700 POXOREO";18,00;22,02;33,63;25,75;0,10;0,51;100,00
"510704 PRIMAVERA DO LESTE";6,60;13,67;37,67;41,10;0,15;0,81;100,00
"510706 QUERENCIA";14,99;19,11;39,96;25,66;-;0,27;100,00
"510710 SAO JOSE DOS QUATRO MARCOS";17,23;20,06;37,10;25,37;-;0,24;100,00
"510715 RESERVA DO CABACAL";18,46;17,39;33,71;29,24;-;1,19;100,00
"510718 RIBEIRAO CASCALHEIRA";15,55;23,49;40,96;18,93;-;1,07;100,00
"510719 RIBEIRAOZINHO";18,53;16,95;35,62;28,90;-;-;100,00
"510720 RIO BRANCO";20,93;21,07;29,81;27,37;-;0,81;100,00
"510724 SANTA CARMEM";12,79;20,97;38,79;26,78;-;0,66;100,00
"510726 SANTO AFONSO";13,43;18,33;40,64;26,19;0,24;1,16;100,00
"510729 SAO JOSE DO POVO";22,57;24,85;29,61;22,70;-;0,27;100,00
"510730 SAO JOSE DO RIO CLARO";13,99;22,78;38,73;24,27;-;0,23;100,00
"510735 SAO JOSE DO XINGU";21,01;20,53;36,07;20,96;0,38;1,04;100,00
"510740 SAO PEDRO DA CIPA";18,78;23,09;31,26;26,29;0,41;0,17;100,00
"510760 RONDONOPOLIS";10,46;12,97;34,78;41,37;0,12;0,31;100,00
"510770 ROSARIO OESTE";21,21;18,81;34,34;25,01;-;0,63;100,00
"510775 SALTO DO CEU";22,62;22,71;30,65;23,56;0,31;0,16;100,00
"510777 SANTA TEREZINHA";20,29;23,92;32,77;22,63;0,08;0,32;100,00
"510780 SANTO ANTONIO DO LEVERGER";17,85;18,09;36,80;26,42;0,16;0,68;100,00
"510785 SAO FELIX DO ARAGUAIA";15,07;19,09;34,18;31,34;-;0,33;100,00
"510787 SAPEZAL";12,57;16,10;42,88;28,28;-;0,17;100,00
"510790 SINOP";7,63;16,47;40,38;35,03;0,02;0,47;100,00
"510792 SORRISO";6,28;15,94;38,95;38,34;0,08;0,40;100,00
"510794 TABAPORA";15,26;21,48;42,28;20,92;0,06;-;100,00
"510795 TANGARA DA SERRA";11,77;15,35;34,91;37,60;0,10;0,26;100,00
"510800 TAPURAH";9,57;17,67;41,78;30,63;-;0,34;100,00
"510805 TERRA NOVA DO NORTE";14,59;23,55;38,90;22,81;-;0,15;100,00
"510810 TESOURO";15,58;22,80;33,65;27,97;-;-;100,00
"510820 TORIXOREU";14,28;19,03;35,36;31,33;-;-;100,00
"510830 UNIAO DO SUL";10,24;25,50;44,47;19,53;-;0,26;100,00
"510840 VARZEA GRANDE";7,97;12,58;35,10;43,67;0,09;0,58;100,00
"510850 VERA";11,55;20,00;44,03;23,98;0,19;0,26;100,00
"510860 VILA RICA";12,34;21,81;46,09;19,14;0,12;0,51;100,00
"510880 NOVA GUARITA";14,15;19,39;42,04;23,88;-;0,53;100,00
"510885 NOVA MARILANDIA";19,37;18,60;36,60;24,78;-;0,65;100,00
"510890 NOVA MARINGA";13,54;31,59;38,62;16,25;-;-;100,00
"510895 NOVA MONTE VERDE";13,06;26,34;44,46;15,99;0,15;-;100,00
"520005 ABADIA DE GOIAS";12,99;18,87;39,51;28,45;-;0,18;100,00
"520010 ABADIANIA";17,06;21,75;38,56;21,92;0,04;0,67;100,00
"520013 ACREUNA";17,25;21,79;33,74;26,82;-;0,41;100,00
"520015 ADELANDIA";18,03;22,81;36,52;22,64;-;-;100,00
"520017 AGUA FRIA DE GOIAS";19,90;27,07;37,89;13,49;0,43;1,22;100,00
"520020 AGUA LIMPA";14,44;24,62;31,81;28,69;-;0,45;100,00
"520025 AGUAS LINDAS DE GOIAS";10,93;18,04;45,23;25,01;0,13;0,66;100,00
"520030 ALEXANIA";18,39;16,74;40,13;24,69;0,06;-;100,00
"520050 ALOANDIA";19,21;20,63;36,28;23,88;-;-;100,00
"520055 ALTO HORIZONTE";11,40;17,60;43,48;27,52;-;-;100,00
"520060 ALTO PARAISO DE GOIAS";12,89;16,46;36,17;34,27;-;0,20;100,00
"520080 ALVORADA DO NORTE";21,13;18,74;33,58;25,75;0,12;0,67;100,00
"520082 AMARALINA";21,60;26,32;35,10;15,16;0,19;1,62;100,00
"520085 AMERICANO DO BRASIL";16,44;20,67;35,13;27,54;0,11;0,11;100,00
"520090 AMORINOPOLIS";18,54;16,41;39,39;25,53;-;0,13;100,00
