 Escolaridade da população de 15 anos ou mais - Brasil
Distrib população p/escolarid por Município e Escolaridade
Período:1991
"Município";"Menos de 1 ano de estudo";"1 a 3 anos de estudo";"4 a 7 anos de estudo";"8 anos e mais de estudo";"Não determinada";"Total"
"431000 IBIRUBA";6,47;16,87;56,32;19,99;0,35;100,00
"431010 IGREJINHA";7,32;19,35;54,98;18,35;-;100,00
"431020 IJUI";6,67;14,11;47,07;32,10;0,05;100,00
"431030 ILOPOLIS";10,56;20,63;53,51;15,03;0,27;100,00
"431033 IMBE";9,82;19,01;42,72;28,25;0,21;100,00
"431036 IMIGRANTE";2,71;10,79;71,03;15,47;-;100,00
"431040 INDEPENDENCIA";8,50;21,68;50,55;19,27;-;100,00
"431043 IPE";15,05;19,26;48,30;17,29;0,10;100,00
"431046 IPIRANGA DO SUL";6,69;14,02;63,16;16,13;-;100,00
"431050 IRAI";14,26;18,17;46,75;20,82;-;100,00
"431055 ITACURUBI";16,49;29,37;40,18;13,95;-;100,00
"431060 ITAQUI";13,41;16,50;43,27;26,78;0,05;100,00
"431070 ITATIBA DO SUL";12,19;19,95;58,05;9,80;-;100,00
"431075 IVORA";3,63;17,49;60,11;18,77;-;100,00
"431080 IVOTI";2,91;13,65;62,31;21,06;0,08;100,00
"431085 JABOTICABA";16,26;22,62;49,52;11,61;-;100,00
"431090 JACUTINGA";7,30;18,20;58,97;15,53;-;100,00
"431100 JAGUARAO";16,12;15,88;38,66;29,34;-;100,00
"431110 JAGUARI";9,63;16,42;51,01;22,93;-;100,00
"431112 JAQUIRANA";11,91;28,03;47,67;12,39;-;100,00
"431115 JOIA";10,12;21,59;52,14;16,15;-;100,00
"431120 JULIO DE CASTILHOS";11,44;18,03;45,86;24,68;-;100,00
"431125 LAGOAO";30,48;26,48;38,01;5,03;-;100,00
"431130 LAGOA VERMELHA";14,60;15,72;43,34;26,35;-;100,00
"431140 LAJEADO";5,24;13,84;51,41;29,48;0,03;100,00
"431150 LAVRAS DO SUL";17,25;18,45;39,31;24,99;-;100,00
"431160 LIBERATO SALZANO";17,27;24,55;46,12;12,06;-;100,00
"431170 MACHADINHO";18,12;17,40;48,82;15,66;-;100,00
"431180 MARAU";9,58;17,15;51,95;21,31;-;100,00
"431190 MARCELINO RAMOS";9,21;18,06;54,97;17,70;0,06;100,00
"431200 MARIANO MORO";14,92;20,97;47,17;16,95;-;100,00
"431210 MATA";15,86;18,93;50,19;15,01;-;100,00
"431220 MAXIMILIANO DE ALMEIDA";9,54;23,89;50,94;15,64;-;100,00
"431230 MIRAGUAI";13,50;23,22;51,63;11,52;0,13;100,00
"431235 MONTAURI";6,33;19,13;63,87;10,67;-;100,00
"431240 MONTENEGRO";8,04;14,98;47,68;29,18;0,12;100,00
"431245 MORRO REDONDO";16,48;25,67;46,16;11,69;-;100,00
"431250 MOSTARDAS";21,46;24,10;41,15;13,29;-;100,00
"431260 MUCUM";8,44;17,77;55,13;18,66;-;100,00
"431265 NAO-ME-TOQUE";5,97;15,13;50,39;28,36;0,15;100,00
"431270 NONOAI";19,23;17,78;48,28;14,57;0,14;100,00
"431275 NOVA ALVORADA";16,57;12,34;58,20;12,89;-;100,00
"431280 NOVA ARACA";6,54;10,64;57,05;25,77;-;100,00
"431290 NOVA BASSANO";6,12;11,58;61,00;21,30;-;100,00
"431300 NOVA BRESCIA";8,36;23,52;54,68;13,44;-;100,00
"431303 NOVA ESPERANCA DO SUL";9,98;20,00;51,78;18,24;-;100,00
"431306 NOVA HARTZ";5,74;21,87;59,80;12,59;-;100,00
"431310 NOVA PALMA";8,29;21,23;52,54;17,94;-;100,00
"431320 NOVA PETROPOLIS";4,53;11,88;58,48;25,11;-;100,00
"431330 NOVA PRATA";5,06;14,85;46,95;33,15;-;100,00
"431335 NOVA ROMA DO SUL";7,67;25,12;49,45;17,76;-;100,00
"431340 NOVO HAMBURGO";6,37;17,03;47,20;29,31;0,08;100,00
"431350 OSORIO";11,02;16,62;43,77;28,60;-;100,00
"431360 PAIM FILHO";8,44;17,98;55,77;17,82;-;100,00
"431365 PALMARES DO SUL";16,21;23,49;41,22;19,08;-;100,00
"431370 PALMEIRA DAS MISSOES";16,17;19,66;44,22;19,91;0,04;100,00
"431380 PALMITINHO";14,64;21,67;50,95;12,70;0,04;100,00
"431390 PANAMBI";6,00;14,21;54,36;25,37;0,06;100,00
"431395 PANTANO GRANDE";19,94;20,42;41,17;18,46;-;100,00
"431400 PARAI";4,48;12,97;56,73;25,81;-;100,00
"431402 PARAISO DO SUL";10,74;26,54;50,73;11,99;-;100,00
"431405 PAROBE";9,29;19,09;57,53;14,09;-;100,00
"431410 PASSO FUNDO";7,99;12,71;37,84;41,29;0,18;100,00
"431415 PAVERAMA";9,49;17,80;64,12;8,59;-;100,00
"431420 PEDRO OSORIO";22,80;17,17;39,29;20,60;0,13;100,00
"431430 PEJUCARA";7,28;21,58;48,30;22,84;-;100,00
"431440 PELOTAS";9,53;16,08;39,71;34,59;0,10;100,00
"431445 PINHAL";13,43;22,89;49,69;13,99;-;100,00
"431450 PINHEIRO MACHADO";20,18;17,18;42,31;20,13;0,20;100,00
"431455 PIRAPO";20,80;22,85;44,94;11,41;-;100,00
"431460 PIRATINI";27,54;24,42;33,76;14,27;-;100,00
"431470 PLANALTO";15,96;20,37;46,65;17,02;-;100,00
"431475 POCO DAS ANTAS";1,39;11,11;68,40;19,10;-;100,00
"431480 PORTAO";10,54;21,59;51,11;16,77;-;100,00
"431490 PORTO ALEGRE";5,22;8,71;29,54;56,38;0,15;100,00
"431500 PORTO LUCENA";11,01;18,66;55,25;15,08;-;100,00
"431510 PORTO XAVIER";17,53;20,28;44,75;17,44;-;100,00
"431513 POUSO NOVO";13,98;23,32;45,15;17,55;-;100,00
"431515 PROGRESSO";15,46;21,41;53,77;9,36;-;100,00
"431517 PROTASIO ALVES";9,89;24,75;52,85;12,52;-;100,00
"431520 PUTINGA";10,17;24,81;53,36;11,66;-;100,00
"431530 QUARAI";11,12;18,57;41,11;29,19;0,01;100,00
"431535 QUINZE DE NOVEMBRO";5,85;10,47;68,31;15,37;-;100,00
"431540 REDENTORA";25,94;19,72;43,38;10,96;-;100,00
"431545 RELVADO";6,72;23,92;60,21;9,15;-;100,00
"431550 RESTINGA SECA";16,10;19,30;45,40;19,19;-;100,00
"431560 RIO GRANDE";11,92;16,62;40,76;30,41;0,29;100,00
"431570 RIO PARDO";15,64;19,08;44,38;20,84;0,07;100,00
"431575 RIOZINHO";14,98;19,69;53,42;11,92;-;100,00
"431580 ROCA SALES";6,31;14,01;62,72;16,95;-;100,00
"431590 RODEIO BONITO";14,21;20,03;51,57;14,19;-;100,00
"431600 ROLANTE";10,74;24,52;47,59;17,14;-;100,00
"431610 RONDA ALTA";11,72;18,45;51,08;18,59;0,16;100,00
"431620 RONDINHA";8,34;18,63;51,59;21,44;-;100,00
"431630 ROQUE GONZALES";14,23;17,04;51,18;17,55;-;100,00
"431640 ROSARIO DO SUL";15,31;18,35;41,27;24,97;0,09;100,00
"431643 SALDANHA MARINHO";7,92;18,65;53,43;20,00;-;100,00
"431645 SALTO DO JACUI";15,28;20,38;45,52;18,75;0,07;100,00
"431650 SALVADOR DO SUL";3,50;10,51;66,75;19,23;-;100,00
"431660 SANANDUVA";7,89;19,02;49,07;24,01;-;100,00
"431670 SANTA BARBARA DO SUL";8,74;16,94;46,31;28,01;-;100,00
"431680 SANTA CRUZ DO SUL";7,23;14,00;51,49;27,19;0,09;100,00
"431690 SANTA MARIA";7,86;11,70;36,67;43,66;0,10;100,00
"431695 SANTA MARIA DO HERVAL";2,10;8,73;81,28;7,89;-;100,00
"431700 SANTANA DA BOA VISTA";23,17;25,32;38,29;13,14;0,08;100,00
"431710 SANT'ANA DO LIVRAMENTO";9,37;13,96;39,57;36,95;0,14;100,00
"431720 SANTA ROSA";6,25;12,37;47,86;33,45;0,07;100,00
"431730 SANTA VITORIA DO PALMAR";13,88;18,01;41,31;26,78;0,03;100,00
"431740 SANTIAGO";9,63;17,18;44,09;29,04;0,06;100,00
"431750 SANTO ANGELO";8,50;14,76;42,48;34,23;0,03;100,00
"431760 SANTO ANTONIO DA PATRULHA";18,67;21,36;42,58;17,36;0,03;100,00
"431770 SANTO ANTONIO DAS MISSOES";17,12;20,61;46,17;16,10;-;100,00
"431780 SANTO AUGUSTO";14,41;17,22;46,35;21,84;0,17;100,00
"431790 SANTO CRISTO";2,66;7,95;69,46;19,77;0,16;100,00
"431800 SAO BORJA";13,06;16,83;39,89;30,17;0,05;100,00
"431805 SAO DOMINGOS DO SUL";9,58;14,74;52,56;23,12;-;100,00
"431810 SAO FRANCISCO DE ASSIS";16,28;22,58;44,64;16,50;-;100,00
"431820 SAO FRANCISCO DE PAULA";12,70;21,50;45,03;20,77;-;100,00
"431830 SAO GABRIEL";17,49;16,61;38,99;26,83;0,08;100,00
"431840 SAO JERONIMO";15,70;20,22;46,36;17,40;0,33;100,00
"431842 SAO JOAO DA URTIGA";14,31;21,23;51,23;13,23;-;100,00
"431844 SAO JORGE";10,07;16,55;53,72;19,66;-;100,00
"431846 SAO JOSE DO HERVAL";24,50;24,50;38,14;12,86;-;100,00
"431848 SAO JOSE DO HORTENCIO";2,26;18,11;66,76;12,87;-;100,00
"431850 SAO JOSE DO NORTE";28,02;26,38;35,75;9,71;0,15;100,00
"431860 SAO JOSE DO OURO";13,20;18,03;49,71;19,05;-;100,00
"431870 SAO LEOPOLDO";7,86;14,87;43,50;33,70;0,06;100,00
"431880 SAO LOURENCO DO SUL";9,89;22,93;51,56;15,55;0,07;100,00
"431890 SAO LUIZ GONZAGA";13,63;16,19;43,38;26,78;0,03;100,00
"431900 SAO MARCOS";6,22;16,88;54,91;21,94;0,04;100,00
"431910 SAO MARTINHO";6,87;14,82;59,54;18,77;-;100,00
"431915 SAO MIGUEL DAS MISSOES";20,83;20,69;46,22;12,27;-;100,00
"431920 SAO NICOLAU";24,63;22,20;40,00;13,01;0,16;100,00
"431930 SAO PAULO DAS MISSOES";7,32;12,17;64,18;16,34;-;100,00
"431940 SAO PEDRO DO SUL";9,91;21,51;49,10;19,39;0,09;100,00
"431950 SAO SEBASTIAO DO CAI";8,40;16,19;47,85;27,56;-;100,00
"431960 SAO SEPE";15,40;18,72;42,60;23,25;0,03;100,00
"431970 SAO VALENTIM";15,71;20,36;50,78;13,16;-;100,00
"431975 SAO VENDELINO";3,54;13,23;59,27;23,95;-;100,00
"431980 SAO VICENTE DO SUL";16,68;19,97;45,28;18,08;-;100,00
"431990 SAPIRANGA";8,54;21,27;52,80;17,33;0,06;100,00
"432000 SAPUCAIA DO SUL";9,29;16,83;46,49;27,25;0,14;100,00
"432010 SARANDI";10,51;15,77;50,22;23,50;-;100,00
"432020 SEBERI";11,70;22,15;51,30;14,85;-;100,00
"432023 SEDE NOVA";8,85;18,49;55,92;16,73;-;100,00
"432026 SEGREDO";14,25;27,67;45,31;12,77;-;100,00
"432030 SELBACH";3,12;6,06;61,70;28,82;0,30;100,00
"432040 SERAFINA CORREA";6,32;17,35;51,00;25,32;-;100,00
"432050 SERTAO";7,91;19,44;49,17;23,48;-;100,00
"432060 SEVERIANO DE ALMEIDA";8,65;17,16;57,39;16,80;-;100,00
"432065 SILVEIRA MARTINS";13,21;16,54;49,06;21,20;-;100,00
"432070 SOBRADINHO";14,88;20,75;42,64;21,67;0,07;100,00
"432080 SOLEDADE";15,62;17,04;41,77;25,54;0,03;100,00
"432090 TAPEJARA";10,70;18,69;52,96;17,55;0,10;100,00
"432100 TAPERA";7,27;12,72;53,16;26,76;0,09;100,00
"432110 TAPES";14,82;21,31;42,73;21,15;-;100,00
"432120 TAQUARA";10,23;18,11;45,86;25,75;0,05;100,00
"432130 TAQUARI";14,04;17,96;44,79;23,08;0,13;100,00
"432132 TAQUARUCU DO SUL";10,56;20,63;52,06;16,75;-;100,00
"432135 TAVARES";21,78;30,69;37,63;9,72;0,18;100,00
"432140 TENENTE PORTELA";13,87;18,00;50,22;17,91;-;100,00
"432143 TERRA DE AREIA";18,02;21,69;42,22;18,07;-;100,00
"432145 TEUTONIA";2,19;9,06;66,21;22,53;-;100,00
"432150 TORRES";12,28;21,38;43,79;22,54;0,02;100,00
"432160 TRAMANDAI";10,76;20,05;41,37;27,83;-;100,00
"432163 TRES ARROIOS";8,87;14,75;64,10;12,29;-;100,00
"432166 TRES CACHOEIRAS";12,91;20,12;47,02;19,95;-;100,00
"432170 TRES COROAS";7,32;22,07;53,56;16,97;0,08;100,00
"432180 TRES DE MAIO";7,57;16,54;50,62;25,27;-;100,00
"432185 TRES PALMEIRAS";13,96;23,61;50,69;11,59;0,16;100,00
"432190 TRES PASSOS";7,85;17,76;54,60;19,70;0,09;100,00
"432195 TRINDADE DO SUL";20,26;19,88;46,50;13,23;0,14;100,00
"432200 TRIUNFO";14,47;21,05;46,56;17,84;0,07;100,00
"432210 TUCUNDUVA";7,99;19,85;48,62;23,54;-;100,00
"432215 TUNAS";27,56;24,24;40,96;7,23;-;100,00
"432220 TUPANCIRETA";12,95;17,83;45,98;23,24;-;100,00
"432225 TUPANDI";5,59;5,25;78,20;10,96;-;100,00
"432230 TUPARENDI";8,61;17,01;53,26;21,12;-;100,00
"432240 URUGUAIANA";8,43;13,43;40,47;37,64;0,03;100,00
"432250 VACARIA";12,91;17,50;40,64;28,93;0,02;100,00
"432255 VANINI";13,19;11,50;49,67;25,64;-;100,00
"432260 VENANCIO AIRES";6,90;16,35;56,14;20,59;0,02;100,00
"432270 VERA CRUZ";9,77;17,38;55,40;17,45;-;100,00
"432280 VERANOPOLIS";6,91;14,17;45,64;33,27;-;100,00
"432290 VIADUTOS";8,85;19,72;57,13;14,31;-;100,00
"432300 VIAMAO";11,12;16,27;44,56;27,88;0,17;100,00
"432310 VICENTE DUTRA";14,98;26,09;49,95;8,99;-;100,00
"432320 VICTOR GRAEFF";3,36;13,30;59,78;23,56;-;100,00
"432330 VILA FLORES";1,42;18,03;58,79;21,27;0,49;100,00
"432340 VILA MARIA";13,58;14,16;55,51;16,75;-;100,00
"432350 VISTA ALEGRE";9,72;17,78;53,86;18,63;-;100,00
"432360 VISTA ALEGRE DO PRATA";11,83;15,30;60,83;12,05;-;100,00
"432370 VISTA GAUCHA";11,42;22,54;49,19;16,85;-;100,00
"500020 AGUA CLARA";22,18;32,45;34,57;10,80;-;100,00
"500060 AMAMBAI";21,94;22,23;36,00;19,77;0,07;100,00
"500070 ANASTACIO";24,07;27,90;37,44;10,59;-;100,00
"500080 ANAURILANDIA";26,06;29,44;32,14;12,36;-;100,00
"500085 ANGELICA";24,58;22,00;36,47;16,19;0,76;100,00
"500090 ANTONIO JOAO";23,44;28,05;35,48;12,70;0,33;100,00
"500100 APARECIDA DO TABOADO";21,06;19,51;37,43;21,93;0,08;100,00
"500110 AQUIDAUANA";19,27;23,45;35,57;21,63;0,07;100,00
"500124 ARAL MOREIRA";24,22;26,98;35,02;13,79;-;100,00
"500150 BANDEIRANTES";19,02;25,34;39,58;16,06;-;100,00
"500190 BATAGUASSU";23,84;22,99;33,26;19,56;0,35;100,00
"500200 BATAYPORA";23,18;28,14;33,70;14,82;0,16;100,00
"500210 BELA VISTA";16,56;20,13;38,77;24,54;-;100,00
"500215 BODOQUENA";27,13;31,34;31,66;9,87;-;100,00
"500220 BONITO";21,36;27,74;34,32;16,57;-;100,00
"500230 BRASILANDIA";25,92;28,80;32,29;12,79;0,20;100,00
"500240 CAARAPO";24,72;22,70;35,20;17,38;-;100,00
"500260 CAMAPUA";19,02;26,68;33,03;21,20;0,07;100,00
"500270 CAMPO GRANDE";9,72;14,17;36,23;39,75;0,14;100,00
"500280 CARACOL";19,68;32,00;29,40;18,91;-;100,00
"500290 CASSILANDIA";22,21;19,93;31,54;26,33;-;100,00
"500295 CHAPADAO DO SUL";11,65;21,34;39,47;27,42;0,11;100,00
"500310 CORGUINHO";24,37;31,89;31,80;11,94;-;100,00
"500315 CORONEL SAPUCAIA";31,56;28,54;29,80;10,10;-;100,00
"500320 CORUMBA";13,93;15,71;39,33;30,94;0,09;100,00
"500325 COSTA RICA";21,67;25,69;35,10;17,12;0,42;100,00
"500330 COXIM";27,21;24,55;34,31;13,76;0,17;100,00
"500345 DEODAPOLIS";30,25;21,90;32,32;15,29;0,24;100,00
"500348 DOIS IRMAOS DO BURITI";30,73;29,39;28,47;11,41;-;100,00
"500350 DOURADINA";25,14;20,46;33,98;20,42;-;100,00
"500370 DOURADOS";15,58;18,06;37,34;28,86;0,17;100,00
"500375 ELDORADO";28,81;22,24;35,78;13,09;0,09;100,00
"500380 FATIMA DO SUL";22,06;19,50;36,01;22,33;0,11;100,00
"500400 GLORIA DE DOURADOS";22,28;20,97;32,61;24,13;-;100,00
"500410 GUIA LOPES DA LAGUNA";25,63;24,56;32,68;16,97;0,15;100,00
"500430 IGUATEMI";25,93;25,67;33,49;14,57;0,34;100,00
"500440 INOCENCIA";27,38;23,68;35,26;13,68;-;100,00
"500450 ITAPORA";25,15;22,12;34,76;17,70;0,27;100,00
"500460 ITAQUIRAI";31,98;29,37;30,63;7,95;0,08;100,00
"500470 IVINHEMA";27,74;27,76;31,51;12,77;0,23;100,00
"500490 JARAGUARI";27,30;23,88;34,72;14,09;-;100,00
"500500 JARDIM";15,77;21,18;37,90;25,15;-;100,00
"500510 JATEI";31,24;28,84;24,35;15,57;-;100,00
"500515 JUTI";34,19;25,75;29,55;10,51;-;100,00
"500520 LADARIO";13,63;16,95;39,47;29,95;-;100,00
"500540 MARACAJU";15,67;24,04;37,57;22,57;0,15;100,00
"500560 MIRANDA";25,37;27,76;32,00;14,87;-;100,00
"500568 MUNDO NOVO";20,41;22,62;38,25;18,52;0,20;100,00
"500570 NAVIRAI";26,15;20,38;33,25;20,10;0,11;100,00
"500580 NIOAQUE";34,66;21,91;28,72;14,59;0,12;100,00
"500620 NOVA ANDRADINA";21,39;21,64;36,59;20,19;0,19;100,00
"500630 PARANAIBA";23,39;22,93;35,41;18,14;0,13;100,00
"500635 PARANHOS";30,09;28,05;32,87;8,99;-;100,00
"500640 PEDRO GOMES";32,93;19,45;32,49;15,04;0,09;100,00
"500660 PONTA PORA";15,44;19,46;37,90;26,88;0,32;100,00
"500690 PORTO MURTINHO";24,90;30,04;30,25;14,81;-;100,00
"500710 RIBAS DO RIO PARDO";24,14;25,56;38,94;11,36;-;100,00
"500720 RIO BRILHANTE";19,69;22,95;37,83;19,46;0,06;100,00
"500730 RIO NEGRO";29,23;18,56;35,50;16,70;-;100,00
"500740 RIO VERDE DE MATO GROSSO";23,50;21,13;36,86;18,51;-;100,00
"500750 ROCHEDO";24,50;33,48;30,57;11,45;-;100,00
"500755 SANTA RITA DO PARDO";31,04;30,43;30,72;7,80;-;100,00
"500769 SAO GABRIEL DO OESTE";13,23;23,26;38,25;25,10;0,16;100,00
"500770 SETE QUEDAS";21,87;29,20;34,39;14,54;-;100,00
"500780 SELVIRIA";29,90;27,74;30,78;11,58;-;100,00
"500790 SIDROLANDIA";21,72;26,99;32,40;18,75;0,13;100,00
"500793 SONORA";21,82;29,69;34,51;13,98;-;100,00
"500795 TACURU";35,07;30,77;23,65;10,51;-;100,00
"500797 TAQUARUSSU";26,63;28,16;34,19;9,85;1,18;100,00
"500800 TERENOS";22,23;27,41;34,60;15,62;0,14;100,00
"500830 TRES LAGOAS";17,06;18,56;34,56;29,41;0,41;100,00
"500840 VICENTINA";28,82;20,69;34,47;16,01;-;100,00
"510010 ACORIZAL";31,01;29,54;27,94;11,35;0,16;100,00
"510020 AGUA BOA";21,79;23,00;38,18;16,37;0,65;100,00
"510025 ALTA FLORESTA";21,39;25,86;38,41;14,17;0,16;100,00
"510030 ALTO ARAGUAIA";23,94;20,88;32,97;22,21;-;100,00
"510040 ALTO GARCAS";17,83;21,02;39,48;21,67;-;100,00
"510050 ALTO PARAGUAI";28,23;27,56;31,74;12,47;-;100,00
"510060 ALTO TAQUARI";17,57;24,73;39,17;17,99;0,53;100,00
"510080 APIACAS";18,89;28,56;36,04;16,51;-;100,00
"510100 ARAGUAIANA";28,93;23,85;35,39;11,83;-;100,00
"510120 ARAGUAINHA";29,73;21,73;29,39;19,14;-;100,00
"510125 ARAPUTANGA";24,29;23,20;35,88;16,64;-;100,00
"510130 ARENAPOLIS";27,24;20,77;34,79;16,89;0,31;100,00
"510140 ARIPUANA";25,73;25,83;37,53;10,81;0,10;100,00
"510160 BARAO DE MELGACO";43,01;22,62;26,68;7,69;-;100,00
"510170 BARRA DO BUGRES";31,98;20,04;30,30;17,51;0,16;100,00
"510180 BARRA DO GARCAS";14,56;15,72;37,73;31,76;0,23;100,00
"510190 BRASNORTE";21,45;24,34;41,18;13,03;-;100,00
"510250 CACERES";24,46;21,06;35,02;19,17;0,29;100,00
"510260 CAMPINAPOLIS";30,96;27,89;32,88;6,51;1,76;100,00
"510263 CAMPO NOVO DO PARECIS";11,24;17,66;46,95;24,15;-;100,00
"510267 CAMPO VERDE";15,05;17,57;38,62;28,76;-;100,00
"510270 CANARANA";12,58;18,29;45,28;23,26;0,59;100,00
"510285 CASTANHEIRA";18,99;29,42;42,34;9,15;0,10;100,00
"510300 CHAPADA DOS GUIMARAES";26,78;24,72;32,19;16,31;-;100,00
"510305 CLAUDIA";22,90;21,66;40,35;15,09;-;100,00
"510310 COCALINHO";29,11;27,48;31,37;12,04;-;100,00
"510320 COLIDER";19,71;28,27;39,06;12,94;0,02;100,00
"510330 COMODORO";23,65;22,94;38,56;14,85;-;100,00
"510340 CUIABA";10,60;11,91;33,88;43,49;0,13;100,00
"510345 DENISE";31,66;16,22;35,91;16,08;0,14;100,00
"510350 DIAMANTINO";12,79;19,60;40,74;26,63;0,24;100,00
"510360 DOM AQUINO";22,85;21,47;32,21;23,39;0,08;100,00
"510380 FIGUEIROPOLIS D'OESTE";30,51;22,21;37,01;10,24;0,03;100,00
"510390 GENERAL CARNEIRO";27,38;19,02;36,87;16,62;0,12;100,00
"510410 GUARANTA DO NORTE";22,38;24,49;40,65;12,34;0,14;100,00
"510420 GUIRATINGA";21,52;20,05;36,79;21,64;-;100,00
"510450 INDIAVAI";21,33;29,42;35,42;13,33;0,50;100,00
"510455 ITAUBA";18,57;28,37;43,37;9,68;-;100,00
"510460 ITIQUIRA";26,01;19,11;36,99;17,80;0,08;100,00
"510480 JACIARA";18,39;19,69;35,71;26,22;-;100,00
"510490 JANGADA";44,92;20,70;23,04;11,35;-;100,00
"510500 JAURU";34,38;27,09;28,55;9,97;-;100,00
"510510 JUARA";21,38;29,76;35,93;12,65;0,29;100,00
"510515 JUINA";18,42;25,28;40,35;15,82;0,14;100,00
"510517 JURUENA";7,82;23,19;50,42;18,06;0,51;100,00
"510520 JUSCIMEIRA";24,59;21,68;35,51;18,06;0,16;100,00
"510525 LUCAS DO RIO VERDE";7,24;16,71;39,38;36,67;-;100,00
"510530 LUCIARA";26,18;24,04;35,70;13,86;0,21;100,00
"510550 VILA BELA DA SANTISSIMA TRINDADE";23,29;36,56;29,45;10,57;0,13;100,00
"510558 MARCELANDIA";24,88;22,03;38,25;14,84;-;100,00
"510560 MATUPA";16,92;22,51;39,88;20,69;-;100,00
"510562 MIRASSOL D'OESTE";23,05;22,38;36,04;18,29;0,25;100,00
"510590 NOBRES";29,74;13,84;34,13;22,29;-;100,00
"510600 NORTELANDIA";20,05;14,73;42,49;22,67;0,06;100,00
"510610 NOSSA SENHORA DO LIVRAMENTO";45,75;18,02;25,04;11,20;-;100,00
"510620 NOVA BRASILANDIA";32,75;24,88;32,84;9,48;0,05;100,00
"510621 NOVA CANAA DO NORTE";26,24;30,46;34,72;8,19;0,39;100,00
"510622 NOVA MUTUM";10,28;19,72;44,36;25,64;-;100,00
"510623 NOVA OLIMPIA";25,51;29,60;30,59;14,30;-;100,00
"510625 NOVA XAVANTINA";23,18;18,24;38,33;20,02;0,23;100,00
"510627 NOVO HORIZONTE DO NORTE";26,85;25,86;38,69;8,61;-;100,00
"510628 NOVO SAO JOAQUIM";23,37;26,82;36,87;12,87;0,07;100,00
"510629 PARANAITA";22,05;25,51;40,75;11,69;-;100,00
"510630 PARANATINGA";24,79;28,48;36,33;10,17;0,22;100,00
"510637 PEDRA PRETA";30,54;19,42;34,26;15,60;0,18;100,00
"510642 PEIXOTO DE AZEVEDO";29,62;25,39;33,06;11,88;0,03;100,00
"510650 POCONE";29,15;20,27;32,14;18,29;0,16;100,00
"510670 PONTE BRANCA";25,91;22,40;37,23;14,46;-;100,00
"510675 PONTES E LACERDA";23,56;27,38;35,80;12,95;0,31;100,00
"510677 PORTO ALEGRE DO NORTE";30,54;30,08;30,75;8,62;-;100,00
"510680 PORTO DOS GAUCHOS";21,92;28,01;38,03;11,83;0,20;100,00
"510682 PORTO ESPERIDIAO";25,24;29,82;35,70;9,08;0,16;100,00
"510700 POXOREO";24,80;21,54;38,73;14,93;-;100,00
"510704 PRIMAVERA DO LESTE";11,62;19,81;42,74;25,51;0,31;100,00
"510710 SAO JOSE DOS QUATRO MARCOS";22,70;28,67;34,77;13,86;-;100,00
"510715 RESERVA DO CABACAL";41,80;19,03;30,28;8,89;-;100,00
"510718 RIBEIRAO CASCALHEIRA";29,42;30,76;31,20;8,63;-;100,00
"510720 RIO BRANCO";31,23;25,49;31,90;10,99;0,38;100,00
"510730 SAO JOSE DO RIO CLARO";22,94;27,72;33,92;15,34;0,08;100,00
"510760 RONDONOPOLIS";18,09;17,46;36,46;27,77;0,22;100,00
"510770 ROSARIO OESTE";35,21;24,68;27,62;12,38;0,10;100,00
"510775 SALTO DO CEU";42,04;21,88;24,18;10,69;1,20;100,00
"510777 SANTA TEREZINHA";36,15;24,06;31,23;8,56;-;100,00
"510780 SANTO ANTONIO DO LEVERGER";33,37;19,11;30,34;17,08;0,10;100,00
"510785 SAO FELIX DO ARAGUAIA";32,01;20,55;33,07;14,37;-;100,00
"510790 SINOP";11,23;19,86;45,11;23,49;0,31;100,00
"510792 SORRISO";6,40;20,09;44,50;29,00;-;100,00
"510795 TANGARA DA SERRA";21,45;20,59;37,45;20,37;0,14;100,00
"510800 TAPURAH";15,12;34,41;34,51;15,96;-;100,00
"510805 TERRA NOVA DO NORTE";16,02;28,45;44,03;11,51;-;100,00
"510810 TESOURO";25,49;22,35;37,98;14,18;-;100,00
"510820 TORIXOREU";22,65;22,31;36,32;18,58;0,15;100,00
"510840 VARZEA GRANDE";14,38;16,45;40,48;28,50;0,18;100,00
"510850 VERA";16,87;24,92;42,71;15,50;-;100,00
"510860 VILA RICA";19,53;24,99;41,84;13,58;0,05;100,00
"520010 ABADIANIA";22,17;25,26;36,25;16,32;-;100,00
"520013 ACREUNA";25,31;23,80;34,05;16,85;-;100,00
"520015 ADELANDIA";17,37;24,41;40,92;17,30;-;100,00
"520017 AGUA FRIA DE GOIAS";31,38;24,12;34,52;9,98;-;100,00
"520020 AGUA LIMPA";22,78;24,33;35,65;17,23;-;100,00
"520030 ALEXANIA";27,48;19,83;38,41;14,28;-;100,00
"520050 ALOANDIA";20,81;22,18;40,80;16,21;-;100,00
"520060 ALTO PARAISO DE GOIAS";25,17;22,57;29,45;22,82;-;100,00
"520080 ALVORADA DO NORTE";34,80;18,33;29,63;17,24;-;100,00
"520085 AMERICANO DO BRASIL";30,13;25,03;29,16;15,68;-;100,00
"520090 AMORINOPOLIS";21,45;22,41;40,77;15,36;-;100,00
"520110 ANAPOLIS";13,41;15,92;37,30;33,25;0,12;100,00
"520120 ANHANGUERA";12,67;19,76;37,50;30,07;-;100,00
"520130 ANICUNS";22,32;23,87;34,48;19,33;-;100,00
"520140 APARECIDA DE GOIANIA";14,81;19,22;39,74;26,14;0,08;100,00
"520150 APORE";17,55;28,50;41,71;12,24;-;100,00
